ID,Name,Year Published,Bayesian Average,Mechanic,Category
3208,Dragonland,2002,5.73023,Set Collection,Dice
3209,Pennant Race,1983,5.50181,Trading,Dice
3210,Hekla,2001,5.53258,Not available,Abstract Strategy
3212,Not available,Not available,Not available,Not available,Not available
3214,Avalon Hill Game Company's Game of Trivia,1981,5.48922,Not available,Party Game
3216,Not available,Not available,Not available,Not available,Not available
3218,The Arab-Israeli Wars: Tank Battles in the Mideast,1977,5.71712,Dice Rolling,Modern Warfare
3219,Demonworld,1999,5.54018,Hexagon Grid,Adventure
3221,Nieznaika on the Moon,1994,0,Storytelling,Economic
3223,Sherlock Holmes Consulting Detective: Adventures by Gaslight,1986,5.57388,Cooperative Game,Expansion for Base-game
3225,Sherlock Holmes Consulting Detective: The Queen's Park Affair,1984,5.69697,Cooperative Game,Deduction
3226,Bowl Bound,1973,5.63687,Dice Rolling,Dice
3227,Sushi-Jalapeńo War,1994,0,Area Movement,Modern Warfare
3228,Pueblo,2002,6.35073,Enclosure,Abstract Strategy
3230,Tyros,2002,5.78173,Area Majority / Influence,Ancient
3231,Die Sieben Weisen,2002,5.56659,Auction/Bidding,Card Game
3232,Fraggle Rock,1984,5.49153,Roll / Spin and Move,Children's Game
3234,Dschunke,2002,5.87059,Auction/Bidding,Economic
3236,WildLife,2002,5.93434,Area Majority / Influence,Animals
3238,Rally: Risk and Evaluation on All Roads in the Worlds,1980,5.52377,Modular Board,Racing
3239,Nessie Hunt,1986,5.50193,Roll / Spin and Move,Nautical
3240,Victory at Sea,1992,5.52031,Area-Impulse,Nautical
3241,Jack The Ripper,1983,5.53934,Point to Point Movement,Deduction
3243,Wooly Wars,2002,5.81836,Enclosure,Animals
3244,Hype,1985,0,Roll / Spin and Move,Economic
3245,Cerberus: The Proxima Centauri Campaign,1979,5.51493,Dice Rolling,Science Fiction
3246,Albion: Land of Faerie,1981,5.57174,Dice Rolling,Fantasy
3247,Planet Busters,1982,5.51728,Dice Rolling,Fighting
3248,Citadel of Blood,1980,5.60731,Cooperative Game,Adventure
3249,Rescue from the Hive,1981,5.51748,Area Movement,Science Fiction
3250,Runngus' Game,1980,0,Not available,Action / Dexterity
3251,Barbarian Kings,1980,5.53858,Action Queue,Fantasy
3252,Beziehungskisten,1994,0,Not available,Racing
3253,Perpetual Notion,1993,5.48867,Not available,Card Game
3254,Carrott's Canny Captions,1994,0,Not available,Humor
3255,Cash Flow,1987,5.48855,Roll / Spin and Move,Economic
3256,King Tut,1994,0,Not available,Action / Dexterity
3257,Baywatch: The Game,1996,0,Roll / Spin and Move,Movies / TV / Radio theme
3258,Alien Encounter,1998,0,Tile Placement,Abstract Strategy
3260,Gaukelspiel,1998,0,Trick-taking,Card Game
3261,Little League Lunatics,1999,0,Not available,Card Game
3262,The Powerpuff Girls: Villains at Large Game,2000,5.56946,Auction/Bidding,Card Game
3263,Ukraine '43,2000,5.92252,Dice Rolling,Wargame
3264,Crisis: A Twisted Laugh at Life,1991,0,Roll / Spin and Move,Humor
3266,Alien Autopsy,1997,5.47554,Not available,Action / Dexterity
3267,Pizarro & Co.,2002,5.9027,Auction/Bidding,Exploration
3269,Clue: The Card Game,2002,5.56388,Not available,Card Game
3270,Lamarckian Poker,1999,5.53364,Set Collection,Card Game
3271,Battlesuit,1983,5.49581,Dice Rolling,Science Fiction
3272,Great Walls,2002,0,Enclosure,Abstract Strategy
3273,Cat Attack,2002,5.49321,Pick-up and Deliver,Adventure
3274,Not available,Not available,Not available,Not available,Not available
3276,Skittles,1801,5.51853,Not available,Action / Dexterity
3277,Save Our Bureaucrats,1980,0,Roll / Spin and Move,Economic
3278,Capital Punishment,1981,0,Dice Rolling,Political
3279,Magi-Nation Duel,2000,5.65361,Hand Management,Card Game
3280,Miss Universe,1997,0,Roll / Spin and Move,Economic
3281,Gulliver's Travel,2000,0,Campaign / Battle Card Driven,Novel-based
3282,Web of Power: The Duel,2002,5.55321,Area Majority / Influence,Expansion for Base-game
3283,Kontor: 3 & 4 player expansion,2002,0,Enclosure,Expansion for Base-game
3284,Star Wars: Epic Duels,2002,6.35003,Campaign / Battle Card Driven,Fighting
3286,Holocaust,1980,0,Pick-up and Deliver,Fantasy
3287,Vier auf einen Streich,2002,0,Not available,Children's Game
3288,Odyssee,1995,0,Not available,Ancient
3289,Der Blaumilch-Kanal,1999,0,Tile Placement,Word Game
3291,Osiris,1995,0,Secret Unit Deployment,Ancient
3292,Bloody Mary,1995,0,Not available,Card Game
3294,Dumm gelaufen!,1998,5.50485,Hand Management,Card Game
3295,Athos,1993,5.49988,Action Points,Abstract Strategy
3297,Grabsch,1998,5.48314,Set Collection,Card Game
3298,Schleck und weg!!,2002,5.49305,Roll / Spin and Move,Action / Dexterity
3299,In Dubio Pro Reo,1995,0,Not available,Card Game
3300,Die Druiden,1995,0,Roll / Spin and Move,Ancient
3301,Denkste!?,1983,0,Roll / Spin and Move,Abstract Strategy
3302,Machu Picchu,1998,5.49026,Simultaneous Action Selection,Ancient
3303,Ostindien Company,1996,0,Pick-up and Deliver,Bluffing
3304,Im Rampenlicht,1994,0,Hand Management,Card Game
3305,Anticipation,1987,5.51453,Roll / Spin and Move,Animals
3307,Wallenstein,2002,6.71681,Action Points,Economic
3308,Not available,Not available,Not available,Not available,Not available
3310,Irono Ofubi,1995,0,Tile Placement,Abstract Strategy
3311,Challenge the Zodiac,1997,0,Roll / Spin and Move,Trivia
3312,1776: The Game of the American Revolutionary War,1974,5.80524,Dice Rolling,Age of Reason
3313,Traverse,1987,5.54916,Square Grid,Abstract Strategy
3314,Lügenbeutel,1978,5.489,Hand Management,Bluffing
3315,Die LeuchtturmArchitekten,1995,0,Tile Placement,Card Game
3316,Prussia's Glory: The Battles of Frederick the Great,2002,5.59433,Hexagon Grid,Age of Reason
3317,Royal Hearts,2001,5.53433,Trick-taking,Card Game
3319,Neutreeko,2001,5.48091,Pattern Building,Abstract Strategy
3320,The Game of Life: A Jedi's Path,2002,5.44012,Roll / Spin and Move,Movies / TV / Radio theme
3321,Die Pyramiden des Jaguar,2002,5.68535,Hand Management,Card Game
3322,Soccerboss,1969,0,Trading,Sports
3323,Slapstick,1975,0,Roll / Spin and Move,Children's Game
3324,Railroader,1963,5.48987,Push Your Luck,American West
3326,Frag: Fire Zone,2002,5.54228,Dice Rolling,Expansion for Base-game
3327,The Scotch Whisky Game,1988,0,Roll / Spin and Move,Card Game
3328,Not available,Not available,Not available,Not available,Not available
3330,Peloton,1991,5.52537,Simulation,Racing
3332,Karmas,1992,0,Not available,Dice
3333,Not available,Not available,Not available,Not available,Not available
3335,Ganoven Jagd,1983,5.50637,Secret Unit Deployment,Abstract Strategy
3337,Double Down,1993,5.52339,Player Elimination,Card Game
3338,Nimm's Leich!,1997,5.5083,Not available,Bluffing
3339,Diceland: Deep White Sea,2002,5.60391,Dice Rolling,Action / Dexterity
3340,Hard Vacuum,2000,5.57147,Action Queue,Science Fiction
3341,Burn Rate,2002,5.6201,Hand Management,Card Game
3342,Soccerama,1968,5.48972,Auction/Bidding,Dice
3343,Go For Broke,1965,5.18393,Betting and Bluffing,Economic
3344,Lone Wolf and Cub Game,1989,5.42743,Role Playing,Adventure
3345,Admiral on Deck,2001,0,Action Points,Expansion for Base-game
3347,Solo,1993,5.37814,Hand Management,Card Game
3348,Santa Fe Rails,2001,5.87219,Network and Route Building,Trains
3349,Die Safeknacker,1996,5.50513,Not available,Card Game
3350,Schaska,1973,5.50307,Modular Board,Abstract Strategy
3351,Wer ist der Täter?,1989,5.49976,Not available,Card Game
3352,Gouda! Gouda! Cat Attack,2002,5.47179,Roll / Spin and Move,Animals
3353,WW2: Barbarossa to Berlin,2002,6.14549,Action/Event,Wargame
3354,Tide of Fortune,1993,5.5085,Hexagon Grid,Wargame
3355,Junk Yard,2002,5.50586,Enclosure,Abstract Strategy
3357,Wie Hund und Katz!,2002,5.50023,Not available,Animals
3358,Affenraffen,2002,5.51784,Set Collection,Animals
3359,Anagrams,1875,5.54014,Spelling,Children's Game
3360,Lexicon,1932,5.51027,Spelling,Card Game
3362,Fast Freddy's Hong Kong Dice Game,1983,0,Dice Rolling,Dice
3363,Not available,Not available,Not available,Not available,Not available
3365,Gumshoe,1985,5.62174,Cooperative Game,Deduction
3366,Das Zeitungsspiel,1995,0,Tile Placement,Not available
3367,Not available,Not available,Not available,Not available,Not available
3369,John Carter: Warlord of Mars,1979,5.57307,Critical Hits and Failures,Fantasy
3370,Connections,1991,5.51833,Pattern Building,Abstract Strategy
3371,September,1985,5.49354,Tile Placement,Abstract Strategy
3372,Zamix,1998,0,Not available,Card Game
3374,Scrabble Crossword Cubes Game,1964,5.50716,Spelling,Dice
3375,"Kaos, The Game",2002,0,Not available,Abstract Strategy
3377,20 Questions,1988,5.5429,Not available,Deduction
3378,The Inventors,1974,5.48064,Roll / Spin and Move,Not available
3379,The Amazing Spider-Man Game,1993,0,Roll / Spin and Move,Children's Game
3380,ReBoot Mainframe Game,1995,0,Roll / Spin and Move,Children's Game
3381,Chancer: The Game,0,0,Roll / Spin and Move,Movies / TV / Radio theme
3382,Sharpe's Attack,1996,0,Rock-Paper-Scissors,Movies / TV / Radio theme
3383,Mahé,1974,5.74611,Dice Rolling,Animals
3384,Kerrunch,1991,5.50598,Action Points,Fantasy
3385,Stratego: Star Wars,2002,5.59154,Area Movement,Abstract Strategy
3386,Not available,Not available,Not available,Not available,Not available
3388,Bill: Le jeu,2002,0,Roll / Spin and Move,Movies / TV / Radio theme
3389,Castle Lords,2002,5.45456,Hand Management,Card Game
3391,Loft Story,2001,0,Team-Based Game,Party Game
3393,Public Assistance,1980,5.45474,Roll / Spin and Move,Economic
3394,Monopoly: The Simpsons,2001,5.37923,Auction/Bidding,Economic
3395,Cross Over,2002,0,Roll / Spin and Move,Abstract Strategy
3396,Chiamo!,2002,0,Auction/Bidding,Card Game
3398,Eye of Horus,2002,5.49158,Not available,Bluffing
3399,SeaNochle,2002,0,Auction/Bidding,Bluffing
3401,Undercover,2000,0,Not available,Card Game
3402,Modigliani,1993,5.52055,Auction/Bidding,Not available
3403,Rise and Fall,1989,5.55884,Area Majority / Influence,Ancient
3404,The Legend of Landlock,1995,5.53375,Tile Placement,Abstract Strategy
3405,Tin Soldiers,2002,5.53279,Hand Management,Card Game
3406,Lines of Action,1969,5.82834,Grid Movement,Abstract Strategy
3407,Key Whiz,1990,0,Not available,Abstract Strategy
3408,This Accursed Civil War,2002,5.73681,Dice Rolling,Civil War
3409,The Napoleonic Wars,2002,5.88282,Campaign / Battle Card Driven,Napoleonic
3410,Halleluja,2002,0,Not available,Abstract Strategy
3411,Drive on Paris,2000,5.60374,Dice Rolling,Wargame
3413,Saratoga,1998,5.76198,Hexagon Grid,Age of Reason
3415,The Mystic Wood Extension Kit,1982,5.54186,Modular Board,Adventure
3416,Fallschirmjaeger: The Airborne Assault on Fortress Holland,2001,5.67544,Dice Rolling,Wargame
3417,Tribulation,1974,5.51054,Score-and-Reset Game,Math
3419,Star Trek: The Game,1992,5.40281,Not available,Movies / TV / Radio theme
3420,Tip the Cows!,1989,0,Not available,Animals
3421,StreetSoccer,2002,5.94331,Dice Rolling,Dice
3422,Fantasy,2001,5.37258,Hand Management,Card Game
3423,Equations,1963,5.51173,Tile Placement,Abstract Strategy
3424,Not available,Not available,Not available,Not available,Not available
3426,Give Us A Clue,1986,0,Acting,Action / Dexterity
3427,Blockhead!,1952,5.48357,Stacking and Balancing,Action / Dexterity
3428,Save The World,1989,0,Roll / Spin and Move,Environmental
3429,The Party Game,1989,0,Roll / Spin and Move,Humor
3430,The Three Stooges Card Game,1998,5.47306,Not available,Card Game
3431,The Idiot Box,1988,0,Acting,Movies / TV / Radio theme
3432,PSI,1987,0,Not available,Party Game
3433,ESP,1989,0,Betting and Bluffing,Not available
3434,Golden Deuce,2002,5.49041,Hand Management,Card Game
3435,Zwergen Ziehen,1997,5.50986,Hand Management,Card Game
3436,Schatzsucher,2002,0,Area Movement,Children's Game
3438,Shendao,2002,0,Tile Placement,Abstract Strategy
3439,HeroClix,2002,5.98666,Action Points,Collectible Components
3440,Quip Qubes,1981,0,Tile Placement,Dice
3441,Marino,1992,0,Not available,Abstract Strategy
3442,Not available,Not available,Not available,Not available,Not available
3444,Royal Comette,1996,0,Betting and Bluffing,Card Game
3446,Game Spice: Monopoly Expansion (fan expansion for Monopoly),1988,0,Auction/Bidding,Economic
3447,The Game of Maze,1990,5.47436,Roll / Spin and Move,Maze
3449,Not available,Not available,Not available,Not available,Not available
3451,Coffee!,2002,5.48701,Hand Management,Card Game
3452,Emerald,2002,5.82073,Dice Rolling,Adventure
3453,The Zodiac Game,1988,0,Not available,Party Game
3454,Ludus Romanus,1996,0,Not available,Abstract Strategy
3455,Runestone,1995,0,Not available,Dice
3457,Tabula,1990,5.51333,Not available,Abstract Strategy
3458,The Celtic Game,1997,0,Roll / Spin and Move,Abstract Strategy
3459,Major Battles and Campaigns of General George S. Patton,1973,5.53856,Action Points,Wargame
3461,OrkoMondo,2002,0,Tile Placement,Abstract Strategy
3462,Savana,0,0,Roll / Spin and Move,Children's Game
3464,Melee,1977,5.82118,Dice Rolling,Adventure
3465,Black Hole,1978,5.50618,Grid Movement,Science Fiction
3467,Star Quest,1979,5.49046,Dice Rolling,Science Fiction
3469,China Topf,1996,0,Not available,Action / Dexterity
3470,Not available,Not available,Not available,Not available,Not available
3472,Plagio,1999,5.53875,Voting,Humor
3474,Sandsplatters,1998,0,Dice Rolling,Fighting
3475,Shadowfist,1995,5.75003,Deck Construction,Card Game
3477,Not available,Not available,Not available,Not available,Not available
3479,Killer Instinct,1996,0,Hand Management,Card Game
3480,Not available,Not available,Not available,Not available,Not available
3482,Past Lives,1988,5.44048,Dice Rolling,Economic
3484,Armada,1986,5.44668,Action Points,Exploration
3485,Anno Domini,1995,5.52745,Area Movement,Medieval
3486,Bataclan,1997,5.48568,Not available,Action / Dexterity
3487,BattleTech TCG,1996,5.74864,Hand Management,Card Game
3489,Derby,1997,0,Hand Management,Card Game
3491,Dragon Ball: Alla ricerca delle Sette Sfere,1998,0,Roll / Spin and Move,Adventure
3493,Ferrari F1,1996,0,Roll / Spin and Move,Racing
3494,Gran Gol,1998,5.50672,Hand Management,Card Game
3495,Harry Potter Trading Card Game,2001,5.69778,Action Points,Card Game
3496,Il gioco del campionato,1996,0,Not available,Dice
3497,Not available,Not available,Not available,Not available,Not available
3499,3-D Chess,1851,5.51163,Grid Movement,Abstract Strategy
3500,Schmuggler an Bord,1992,5.51539,Roll / Spin and Move,Memory
3501,Fantasy,1990,5.4917,Pick-up and Deliver,Exploration
3502,Star of the Guardians,1995,5.47768,Not available,Card Game
3503,Star Quest,1995,5.478,Hand Management,Card Game
3504,Super Deck!,1994,5.38304,Not available,Card Game
3506,D3 Time Warriors,1996,0,Dice Rolling,Fighting
3507,By Golly!,2001,5.56046,Memory,Animals
3508,Hold Everything!,1996,0,Modular Board,Action / Dexterity
3509,Alfreds Other Game,1985,0,Tile Placement,Word Game
3510,Battle of the Sexes,1997,4.79293,Team-Based Game,Party Game
3511,The Christmas Game,1983,0,Cooperative Game,Children's Game
3512,Doorways to Adventure,1986,5.50558,Hand Management,Adventure
3513,Electronic Stratego,1982,5.53567,Area Movement,Abstract Strategy
3515,"Men Are from Mars, Women Are from Venus",1998,5.40147,Not available,Party Game
3516,Option,1982,5.50458,Tile Placement,Word Game
3517,Tornado Rex,1991,5.56611,Not available,Action / Dexterity
3518,Napoleon in Europe,2001,5.70869,Area Movement,Miniatures
3520,U.E.F.A.,1996,0,Not available,Sports
3521,Your America,1970,0,Roll / Spin and Move,Trivia
3522,LCR,1983,4.48768,Dice Rolling,Dice
3524,Geeks: The Convention,2001,5.4847,Not available,Card Game
3525,Act One,1995,5.4959,Acting,Movies / TV / Radio theme
3526,Not available,Not available,Not available,Not available,Not available
3528,Priceless,1996,5.51838,Auction/Bidding,Economic
3529,Vampire Hunter,2002,5.43855,Area Movement,Horror
3530,Stars On Stripes Football Game,1941,0,Dice Rolling,Sports
3531,The Return of the Stainless Steel Rat,1981,5.57031,Area Movement,Murder/Mystery
3533,Arena of Death: Heroic Combat in the Fantasy World of DragonQuest,1980,5.49064,Dice Rolling,Fantasy
3534,Star Trader,1982,5.68811,Commodity Speculation,Economic
3535,Nightmare House,1983,5.51393,Area Movement,Horror
3536,1-2-3 OY!,1994,0,Not available,Card Game
3537,A-B-C OY!,1994,0,Spelling,Card Game
3538,Gnome Tribes,2001,5.4694,Area Majority / Influence,Fantasy
3539,Largo Winch,2002,0,Not available,Adventure
3541,Noble Celts,1993,0,Grid Movement,Abstract Strategy
3542,XIII: Le Complot,2001,0,Not available,Adventure
3544,Antagon,2002,0,Not available,Abstract Strategy
3545,Trivial Pursuit Mini Pack: Flicks,1987,0,Roll / Spin and Move,Expansion for Base-game
3546,The Mage's Triangle,2001,0,Not available,Abstract Strategy
3547,Survival of the Witless,1997,5.45375,Hand Management,Card Game
3549,Superpower,1986,5.42746,Roll / Spin and Move,Modern Warfare
3551,Not available,Not available,Not available,Not available,Not available
3552,Infinity,1974,5.50921,Set Collection,Civilization
3553,Close Action: The Age of Fighting Sail Vol. 1,1997,5.82019,Action Queue,Age of Reason
3554,Rich Uncle,1946,5.49569,Commodity Speculation,Economic
3555,Stick Around,1999,0,Not available,Abstract Strategy
3557,Steppe,1985,5.51002,Tile Placement,Abstract Strategy
3558,Quizzard,1987,5.5102,Not available,Electronic
3559,Not available,Not available,Not available,Not available,Not available
3561,Ram Speed: Naval Warfare in the Bronze Age,1980,5.53316,Hexagon Grid,Ancient
3562,Theophrastus,2001,5.5685,Action Points,Card Game
3563,The Lord of the Rings: The Fellowship of the Ring,2001,5.64379,Campaign / Battle Card Driven,Fantasy
3564,Programmer's Nightmare,1998,5.50083,Action Queue,Card Game
3565,Mordheim: City of the Damned,1999,6.25091,Dice Rolling,Exploration
3566,Thinking Man's Football,1966,5.49533,Dice Rolling,Sports
3567,Roller Coaster Tycoon,2002,5.58507,Auction/Bidding,Economic
3568,Stage II,1985,5.5519,Not available,Party Game
3569,Robin Hood,1990,5.50694,Memory,Adventure
3570,Chicken Cha Cha Cha,1997,6.11608,Memory,Animals
3571,Spitfire: Tactical Aerial Combat in Europe 1939-42,1973,5.50264,Dice Rolling,Aviation / Flight
